Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,State
B-25835,27,2,2,Clothing,Leggings,UPI,Michigan
B-25652,206,-206,3,Clothing,Saree,COD,New Jersey
B-26018,61,8,4,Clothing,Hankerchief,Debit Card,North Carolina
B-25750,212,-24,2,Furniture,Chairs,COD,New York
B-25840,262,64,6,Clothing,Saree,EMI,Massachusetts
B-25756,204,276,3,Furniture,Bookcases,COD,California
B-25777,59,-46,7,Clothing,T-shirt,UPI,North Dakota
B-25750,199,-18,2,Clothing,Saree,COD,New Mexico
B-25823,59,6,1,Electronics,Accessories,UPI,Florida
B-26096,45,9,3,Clothing,Leggings,UPI,Oklahoma
B-25757,211,19,8,Clothing,Stole,COD,Colorado
B-25698,65,-16,2,Electronics,Phones,Debit Card,Vermont
B-25710,25,0,4,Clothing,Skirt,UPI,Delaware
B-25994,196,-7,5,Electronics,Phones,COD,Washington
B-25950,261,13,6,Clothing,Shirt,Credit Card,Maryland
B-25653,195,-117,5,Electronics,Phones,COD,North Dakota
B-25785,192,-146,3,Clothing,Saree,COD,Minnesota
B-25863,189,87,7,Clothing,Stole,COD,New Mexico
B-25959,32,2,2,Clothing,Kurti,UPI,Alabama
B-25991,188,13,7,Clothing,Shirt,COD,South Dakota
B-25680,73,-25,3,Clothing,Saree,COD,Wyoming
B-25910,259,47,5,Clothing,Hankerchief,Credit Card,New Hampshire
B-25737,187,-15,3,Clothing,Trousers,COD,Ohio
B-25853,26,11,2,Clothing,Hankerchief,UPI,Kentucky
B-26097,185,-26,6,Furniture,Chairs,COD,Maryland
B-25875,248,8,2,Clothing,Saree,Credit Card,Utah
B-26031,67,9,4,Clothing,Leggings,Debit Card,Iowa
B-25773,248,-70,3,Furniture,Chairs,Credit Card,Tennessee
B-25840,246,61,2,Furniture,Bookcases,Credit Card,Rhode Island
B-25908,179,-25,5,Clothing,Kurti,COD,Wisconsin
B-26041,176,-28,5,Furniture,Furnishings,COD,Montana
B-26010,176,-13,5,Furniture,Furnishings,COD,South Dakota
B-25640,68,-62,2,Clothing,Trousers,Debit Card,Nebraska
B-25794,176,37,6,Electronics,Accessories,COD,Texas
B-25987,88,11,7,Clothing,Hankerchief,UPI,Ohio
B-25615,68,20,5,Clothing,Hankerchief,Debit Card,Nevada
B-25997,231,99,2,Electronics,Electronic Games,Credit Card,Mississippi
B-25981,62,8,2,Clothing,T-shirt,UPI,Oklahoma
B-25791,175,77,3,Clothing,Saree,COD,West Virginia
B-25986,71,4,5,Clothing,Leggings,Debit Card,West Virginia
B-25652,174,-70,3,Electronics,Accessories,COD,Oklahoma
B-25952,173,69,3,Furniture,Chairs,COD,Washington
B-25898,171,2,2,Electronics,Electronic Games,COD,Vermont
B-25785,268,-25,3,Clothing,Saree,COD,Maine
B-25990,71,32,3,Clothing,Saree,Debit Card,New Jersey
B-26091,29,10,4,Clothing,Hankerchief,UPI,South Dakota
B-25604,65,17,2,Clothing,T-shirt,UPI,Nevada
B-25754,72,-46,7,Clothing,Kurti,Debit Card,Indiana
B-25724,168,-51,2,Furniture,Bookcases,COD,Indiana
B-25757,165,30,3,Clothing,Stole,COD,Illinois
B-25767,74,-59,2,Electronics,Accessories,Debit Card,New Hampshire
B-25886,89,17,2,Clothing,Stole,UPI,Montana
B-25621,228,63,3,Electronics,Electronic Games,Credit Card,Hawaii
B-25967,119,-24,4,Furniture,Furnishings,COD,Nebraska
B-25691,75,-25,3,Clothing,Stole,UPI,Arizona
B-25953,67,20,4,Clothing,T-shirt,UPI,Hawaii
B-25651,7,0,1,Clothing,Leggings,COD,Washington
B-25828,222,35,5,Clothing,Saree,Credit Card,Florida
B-25628,219,-9,4,Clothing,Saree,Credit Card,Missouri
B-25703,42,-23,2,Furniture,Furnishings,UPI,West Virginia
B-25929,216,-135,3,Furniture,Chairs,Credit Card,Massachusetts
B-25748,47,-21,2,Electronics,Electronic Games,COD,Tennessee
B-25610,68,-55,5,Electronics,Accessories,UPI,Nevada
B-25903,74,33,2,Clothing,Shirt,Debit Card,Minnesota
B-25878,165,46,3,Furniture,Furnishings,COD,Louisiana
B-26056,101,11,2,Clothing,Hankerchief,UPI,Vermont
B-26004,162,73,2,Electronics,Electronic Games,COD,New York
B-25699,20,-22,1,Furniture,Furnishings,UPI,Alabama
B-26053,162,55,3,Clothing,Stole,COD,Missouri
B-25654,229,-23,2,Clothing,Saree,UPI,Florida
B-25954,27,0,2,Clothing,Leggings,COD,Colorado
B-25910,685,7,7,Clothing,Trousers,UPI,Minnesota
B-26064,75,2,5,Clothing,Leggings,Debit Card,New Hampshire
B-25983,161,-229,8,Furniture,Furnishings,COD,Kentucky
B-26002,71,19,3,Clothing,T-shirt,COD,West Virginia
B-25650,211,-105,2,Clothing,Saree,Credit Card,Utah
B-26043,79,5,6,Clothing,Hankerchief,Debit Card,Iowa
B-25657,32,-22,5,Clothing,Saree,UPI,South Dakota
B-25838,161,40,3,Clothing,Stole,COD,Kansas
B-25651,159,4,1,Clothing,Saree,COD,Maine
B-25808,210,-50,4,Clothing,Hankerchief,Credit Card,Kentucky
B-25973,79,39,2,Clothing,Shirt,Debit Card,Alaska
B-25698,207,153,3,Clothing,Saree,Credit Card,Illinois
B-25818,36,0,4,Clothing,Kurti,COD,Wyoming
B-26061,206,12,1,Electronics,Printers,Credit Card,South Dakota
B-25878,46,0,4,Clothing,Leggings,COD,Montana
B-26054,156,23,3,Clothing,Stole,COD,Maine
B-25809,154,54,3,Clothing,Hankerchief,COD,Kansas
B-26042,36,15,3,Clothing,Stole,UPI,Tennessee
B-26008,206,51,4,Clothing,Hankerchief,Credit Card,Idaho
B-25927,200,7,4,Electronics,Electronic Games,Credit Card,Kentucky
B-26008,199,-1,1,Clothing,Saree,Credit Card,Michigan
B-25753,154,22,7,Clothing,T-shirt,COD,Texas
B-25948,152,23,3,Furniture,Furnishings,COD,Arkansas
B-26094,152,50,6,Clothing,Stole,COD,Washington
B-25654,122,-21,3,Furniture,Furnishings,UPI,Tennessee
B-25854,149,48,6,Clothing,Stole,COD,Missouri
B-25623,149,-87,4,Clothing,Saree,COD,Maine
B-25985,197,20,4,Clothing,Kurti,Credit Card,West Virginia
B-25723,76,-54,3,Electronics,Electronic Games,COD,Utah
B-25751,221,-15,2,Electronics,Electronic Games,COD,New Jersey
B-26050,79,32,3,Clothing,Saree,Debit Card,Georgia
B-25800,45,12,7,Clothing,Hankerchief,UPI,Idaho
B-25673,149,-1,1,Clothing,Saree,COD,Arkansas
B-26002,80,22,3,Clothing,Stole,Debit Card,West Virginia
B-26009,195,12,9,Clothing,Shirt,Credit Card,Illinois
B-25754,19,0,3,Clothing,Skirt,UPI,Vermont
B-25953,81,41,3,Clothing,Stole,Debit Card,Vermont
B-26039,83,34,5,Clothing,Shirt,Debit Card,Kentucky
B-26001,149,17,4,Furniture,Furnishings,COD,Massachusetts
B-25620,193,46,1,Electronics,Printers,Credit Card,Hawaii
B-26051,85,24,10,Clothing,Hankerchief,Debit Card,Ohio
B-25673,44,-17,5,Clothing,Saree,UPI,Utah
B-25721,149,-40,2,Electronics,Phones,COD,Nebraska
B-25764,26,0,2,Clothing,Kurti,COD,Alabama
B-25645,86,0,4,Clothing,T-shirt,Debit Card,Oregon
B-26066,86,22,2,Clothing,Saree,Debit Card,Michigan
B-26003,79,16,3,Clothing,T-shirt,COD,Idaho
B-25712,193,-275,3,Electronics,Phones,Credit Card,Connecticut
B-25796,148,0,3,Clothing,Saree,COD,Nevada
B-25738,70,-14,2,Furniture,Furnishings,UPI,Georgia
B-25771,148,59,3,Clothing,Hankerchief,COD,Louisiana
B-25950,190,19,9,Furniture,Furnishings,Credit Card,South Dakota
B-26038,52,14,2,Clothing,Stole,COD,South Dakota
B-26004,147,44,3,Clothing,Saree,COD,Connecticut
B-25896,190,68,8,Clothing,T-shirt,Credit Card,Nevada
B-25601,80,-56,4,Electronics,Electronic Games,UPI,Georgia
B-25952,147,48,3,Clothing,Saree,COD,Indiana
B-25873,66,12,3,Clothing,Stole,COD,California
B-25844,86,8,2,Clothing,Saree,Debit Card,Indiana
B-26054,88,19,2,Clothing,Shirt,Debit Card,Alabama
B-25953,188,-193,2,Electronics,Electronic Games,Credit Card,Colorado
B-25951,89,29,2,Clothing,Stole,UPI,Hawaii
B-26065,146,19,5,Clothing,Stole,COD,Mississippi
B-26033,143,32,1,Furniture,Bookcases,COD,Utah
B-25781,25,-1,4,Clothing,Kurti,COD,Ohio
B-26043,30,12,3,Clothing,Skirt,UPI,Texas
B-25787,140,-58,4,Furniture,Furnishings,COD,Mississippi
B-25664,83,-48,1,Furniture,Bookcases,UPI,Missouri
B-25825,140,6,5,Clothing,Saree,COD,Oklahoma
B-25818,28,14,4,Clothing,Hankerchief,COD,North Dakota
B-25765,139,14,3,Clothing,Stole,COD,Ohio
B-25853,30,14,3,Clothing,Hankerchief,UPI,New York
B-26030,89,36,3,Clothing,Shirt,UPI,Washington
B-25730,187,30,4,Electronics,Accessories,Credit Card,Minnesota
B-26054,139,21,3,Electronics,Accessories,COD,South Dakota
B-25773,437,-14,2,Clothing,Saree,UPI,Oklahoma
B-25717,138,-3,5,Clothing,Saree,COD,South Dakota
B-26010,85,13,2,Clothing,Shirt,UPI,Arkansas
B-25893,83,12,3,Clothing,Stole,UPI,Georgia
B-26076,91,22,2,Clothing,Stole,UPI,Connecticut
B-25803,137,5,5,Clothing,Shirt,COD,Delaware
B-25709,33,-12,7,Clothing,Saree,UPI,Minnesota
B-25755,134,-34,2,Furniture,Chairs,COD,South Dakota
B-25684,134,42,2,Furniture,Chairs,COD,North Carolina
B-25739,133,-56,2,Furniture,Chairs,COD,Maine
B-26081,93,-84,3,Clothing,Saree,UPI,West Virginia
B-25662,86,-21,1,Electronics,Electronic Games,UPI,New Jersey
B-25845,132,54,5,Clothing,Stole,COD,Nevada
B-26085,132,-10,3,Clothing,Saree,COD,Vermont
B-25745,132,-79,5,Furniture,Furnishings,COD,Hawaii
B-25999,93,-65,4,Clothing,Stole,UPI,Minnesota
B-26082,95,5,2,Clothing,Stole,UPI,Tennessee
B-26097,97,12,2,Clothing,Hankerchief,UPI,Nebraska
B-25731,131,-154,8,Furniture,Furnishings,COD,Florida
B-25625,97,29,2,Clothing,Hankerchief,UPI,Delaware
B-25853,128,4,3,Clothing,Saree,COD,California
B-25703,186,241,9,Clothing,Shirt,Credit Card,Rhode Island
B-26003,128,47,4,Clothing,Hankerchief,COD,Michigan
B-25803,185,48,4,Clothing,Stole,Credit Card,Louisiana
B-25719,29,10,2,Clothing,Stole,COD,New York
B-25883,127,29,3,Furniture,Furnishings,COD,Georgia
B-25891,97,36,7,Clothing,Hankerchief,UPI,California
B-25821,125,0,3,Electronics,Accessories,COD,Louisiana
B-25646,299,-8,2,Clothing,Saree,COD,Alabama
B-25874,124,54,5,Clothing,T-shirt,COD,South Carolina
B-25717,90,17,3,Clothing,Shirt,COD,Texas
B-26073,122,11,4,Clothing,Hankerchief,COD,Montana
B-25800,122,-66,9,Electronics,Accessories,COD,Wyoming
B-25991,90,30,2,Furniture,Chairs,UPI,Oregon
B-25638,182,-11,3,Furniture,Bookcases,Credit Card,New Mexico
B-26021,122,59,7,Furniture,Furnishings,COD,Ohio
B-25882,121,19,4,Clothing,Stole,COD,Arkansas
B-26053,120,1,1,Furniture,Chairs,COD,New Hampshire
B-25951,120,23,5,Clothing,Stole,COD,South Carolina
B-25757,34,-11,5,Clothing,T-shirt,COD,Indiana
B-25777,117,17,6,Clothing,Kurti,COD,Oregon
B-26040,38,9,2,Clothing,Stole,COD,Connecticut
B-25696,117,-6,3,Electronics,Phones,COD,Hawaii
B-25977,180,54,4,Clothing,T-shirt,Credit Card,Florida
B-25743,99,-5,1,Clothing,Saree,UPI,California
B-25651,172,-103,3,Furniture,Chairs,EMI,Kentucky
B-25603,116,16,4,Clothing,Stole,COD,Wisconsin
B-25696,116,-4,1,Clothing,Saree,COD,Delaware
B-26037,171,68,7,Clothing,Stole,EMI,Connecticut
B-26098,46,14,5,Clothing,Skirt,COD,Virginia
B-25697,115,-39,3,Clothing,Trousers,COD,South Dakota
B-25920,100,7,2,Clothing,T-shirt,UPI,Connecticut
B-25993,44,8,2,Clothing,Stole,COD,Pennsylvania
B-26089,139,14,3,Clothing,Kurti,COD,West Virginia
B-25960,171,-140,2,Furniture,Bookcases,EMI,Maine
B-25917,100,12,2,Clothing,T-shirt,UPI,New Jersey
B-25825,115,25,6,Clothing,Stole,COD,Indiana
B-25696,168,-9,3,Clothing,Saree,COD,Kentucky
B-25972,115,47,2,Electronics,Accessories,COD,New York
B-25602,168,-111,2,Electronics,Phones,EMI,Ohio
B-25736,31,-7,5,Clothing,Skirt,UPI,Washington
B-26003,114,41,6,Furniture,Furnishings,COD,Maine
B-25970,111,9,4,Clothing,Stole,COD,Connecticut
B-25742,11,-8,2,Clothing,Skirt,UPI,Maryland
B-25770,110,35,1,Furniture,Furnishings,COD,Washington
B-26098,59,15,2,Clothing,T-shirt,UPI,West Virginia
B-26050,166,27,2,Electronics,Accessories,EMI,Kansas
B-25778,109,-6,6,Clothing,Saree,COD,Nevada
B-25652,34,-6,4,Clothing,Leggings,COD,Massachusetts
B-25999,109,40,1,Furniture,Furnishings,COD,New Jersey
B-25909,108,22,3,Electronics,Accessories,COD,Mississippi
B-25823,103,50,2,Furniture,Furnishings,UPI,Oregon
B-25701,10,-8,2,Clothing,Skirt,COD,Georgia
B-25855,90,17,3,Clothing,Hankerchief,COD,Arizona
B-25654,105,46,2,Clothing,Stole,UPI,Alaska
B-25623,105,20,2,Clothing,Stole,Debit Card,New Mexico
B-25641,22,-6,1,Furniture,Furnishings,COD,West Virginia
B-25852,105,-33,5,Clothing,Kurti,COD,South Dakota
B-25958,105,25,2,Clothing,Hankerchief,EMI,New Hampshire
B-25802,25,-7,5,Clothing,Saree,UPI,Nevada
B-25823,104,2,2,Furniture,Furnishings,COD,New York
B-25834,16,5,1,Clothing,Stole,UPI,Nevada
B-25678,64,-7,3,Clothing,Saree,COD,Kansas
B-25774,38,-6,2,Furniture,Furnishings,UPI,North Carolina
B-25904,83,12,2,Furniture,Chairs,COD,Mississippi
B-25896,103,36,2,Clothing,Hankerchief,COD,Delaware
B-25796,37,-6,1,Clothing,Saree,UPI,Alaska
B-25934,105,33,6,Clothing,Saree,EMI,Michigan
B-25750,78,-6,2,Furniture,Furnishings,UPI,Kentucky
B-25761,102,-90,1,Clothing,Saree,COD,Maine
B-25912,102,11,6,Clothing,T-shirt,COD,Oklahoma
B-25751,10,-8,1,Clothing,Kurti,UPI,Vermont
B-25656,101,18,9,Clothing,Skirt,COD,Montana
B-25647,42,-6,4,Clothing,Saree,UPI,Delaware
B-25861,56,18,2,Clothing,Hankerchief,UPI,Minnesota
B-25802,95,5,2,Clothing,Stole,COD,Illinois
B-25901,159,2,3,Furniture,Furnishings,EMI,Rhode Island
B-25623,158,69,3,Clothing,Stole,EMI,Oregon
B-25751,106,0,2,Electronics,Phones,EMI,Nebraska
B-26052,101,16,4,Clothing,T-shirt,COD,Wyoming
B-25886,107,37,3,Clothing,Shirt,COD,New Jersey
B-25804,156,36,5,Clothing,T-shirt,EMI,Idaho
B-25734,108,-19,3,Electronics,Electronic Games,UPI,Alaska
B-25610,107,-54,4,Clothing,Stole,EMI,Hawaii
B-25711,100,-58,4,Clothing,Hankerchief,COD,Idaho
B-25985,108,26,4,Clothing,Shirt,UPI,Connecticut
B-25864,100,6,4,Clothing,Stole,COD,Wisconsin
B-25648,100,-23,1,Electronics,Phones,COD,Georgia
B-26086,43,17,2,Clothing,T-shirt,UPI,North Dakota
B-25835,155,26,3,Clothing,Stole,EMI,Mississippi
B-25949,151,9,3,Clothing,Hankerchief,EMI,Pennsylvania
B-25930,151,29,5,Clothing,Hankerchief,EMI,Kentucky
B-25655,110,-68,4,Clothing,Saree,EMI,Maryland
B-25757,98,9,2,Furniture,Furnishings,COD,Montana
B-25655,97,-62,2,Clothing,Trousers,COD,South Dakota
B-26033,111,35,5,Clothing,Shirt,COD,Massachusetts
B-26083,45,17,1,Electronics,Accessories,COD,West Virginia
B-25805,112,15,2,Furniture,Chairs,COD,Kentucky
B-25955,110,20,5,Clothing,Stole,Debit Card,Washington
B-25762,98,-5,2,Clothing,Saree,UPI,Rhode Island
B-25919,110,12,7,Clothing,Stole,Debit Card,Tennessee
B-25853,95,11,4,Furniture,Furnishings,COD,Washington
B-25925,1228,14,3,Furniture,Chairs,UPI,New Mexico
B-26023,29,0,3,Furniture,Furnishings,COD,Nebraska
B-26055,94,27,2,Clothing,T-shirt,COD,Idaho
B-25653,115,25,1,Electronics,Accessories,COD,Nebraska
B-25893,149,15,3,Clothing,Saree,EMI,Rhode Island
B-26052,148,23,4,Clothing,Kurti,EMI,Oregon
B-25830,93,15,2,Electronics,Accessories,COD,Illinois
B-26040,113,24,4,Clothing,Hankerchief,Debit Card,Wisconsin
B-25981,48,2,3,Clothing,Stole,COD,Mississippi
B-25954,148,9,1,Electronics,Electronic Games,UPI,North Dakota
B-25889,114,11,4,Clothing,T-shirt,Debit Card,Nebraska
B-25810,92,42,2,Clothing,Stole,COD,Nevada
B-25637,117,14,3,Clothing,Shirt,UPI,Louisiana
B-25801,21,-10,4,Clothing,Leggings,COD,Montana
B-25783,33,-10,6,Clothing,Leggings,UPI,Georgia
B-25697,114,8,3,Electronics,Accessories,Debit Card,North Dakota
B-26028,115,0,1,Electronics,Accessories,Debit Card,Arkansas
B-25851,90,29,5,Clothing,T-shirt,COD,North Carolina
B-25938,61,1,2,Furniture,Furnishings,COD,Maryland
B-25820,119,1,1,Furniture,Chairs,COD,Maryland
B-25850,117,36,2,Clothing,Trousers,Debit Card,Indiana
B-25924,148,54,2,Furniture,Chairs,UPI,Nevada
B-25609,249,-5,4,Clothing,Saree,COD,Massachusetts
B-25898,147,73,3,Clothing,Stole,UPI,Wisconsin
B-25814,118,35,7,Clothing,T-shirt,EMI,Connecticut
B-26087,119,56,7,Clothing,Saree,EMI,Kentucky
B-25901,90,27,2,Clothing,T-shirt,COD,Nevada
B-26025,32,1,2,Clothing,Stole,COD,Rhode Island
B-25631,89,-89,2,Furniture,Furnishings,COD,Michigan
B-25954,146,66,1,Electronics,Phones,UPI,Arkansas
B-25956,89,-37,4,Clothing,Shirt,COD,Oklahoma
B-26096,88,11,3,Electronics,Accessories,COD,Iowa
B-25862,121,41,4,Clothing,Stole,EMI,Wyoming
B-26054,88,20,2,Clothing,Saree,COD,Kentucky
B-25698,87,-83,5,Clothing,Kurti,COD,Vermont
B-25606,87,4,2,Clothing,Shirt,COD,Michigan
B-25928,122,15,3,Electronics,Accessories,EMI,Wisconsin
B-26005,87,10,3,Clothing,Stole,COD,Rhode Island
B-25963,53,8,3,Furniture,Furnishings,UPI,New Jersey
B-25952,87,-32,9,Clothing,Skirt,COD,Utah
B-25683,86,-55,6,Clothing,Saree,COD,Montana
B-25914,125,22,3,Clothing,Stole,EMI,New Jersey
B-25828,128,-3,3,Clothing,Saree,Debit Card,Colorado
B-25743,143,-124,5,Clothing,Saree,UPI,Tennessee
B-26085,86,22,2,Clothing,Saree,COD,Nevada
B-25869,86,9,3,Clothing,Saree,COD,Oregon
B-25773,85,-9,4,Clothing,Saree,COD,Massachusetts
B-25700,129,-75,5,Clothing,Shirt,Debit Card,Mississippi
B-25921,84,-42,2,Electronics,Accessories,COD,Wyoming
B-25730,83,-81,3,Furniture,Chairs,COD,Maine
B-26083,143,6,2,Electronics,Accessories,UPI,Tennessee
B-25849,336,123,3,Electronics,Phones,UPI,Rhode Island
B-25909,323,122,5,Electronics,Phones,UPI,West Virginia
B-26038,130,61,3,Clothing,Shirt,Debit Card,South Carolina
B-25999,152,-3,5,Clothing,Saree,COD,Maine
B-25928,25,10,1,Furniture,Furnishings,UPI,Wyoming
B-25878,140,15,5,Clothing,Stole,UPI,New Mexico
B-25843,45,0,2,Clothing,Stole,UPI,Texas
B-25959,132,49,3,Clothing,Shirt,COD,Alaska
B-25630,133,12,5,Clothing,Stole,Debit Card,Louisiana
B-25858,82,13,2,Clothing,Shirt,COD,New Jersey
B-26096,140,56,4,Clothing,Shirt,UPI,Alaska
B-25838,81,19,7,Clothing,Hankerchief,COD,Virginia
B-25943,137,38,5,Clothing,Hankerchief,Debit Card,Louisiana
B-25780,137,-41,3,Electronics,Phones,Debit Card,Arkansas
B-25949,140,57,2,Clothing,Trousers,Debit Card,Washington
B-25892,139,30,3,Clothing,Shirt,UPI,Iowa
B-26054,138,11,5,Clothing,Stole,UPI,Florida
B-25988,79,-124,9,Clothing,Skirt,COD,Kentucky
B-25939,136,41,3,Electronics,Accessories,UPI,Vermont
B-26083,145,16,3,Clothing,T-shirt,Debit Card,Iowa
B-26078,44,20,2,Clothing,T-shirt,UPI,Massachusetts
B-25902,79,6,7,Clothing,Saree,COD,Missouri
B-25676,79,36,4,Clothing,Shirt,COD,Minnesota
B-26016,134,-13,3,Electronics,Electronic Games,UPI,Minnesota
B-25950,133,5,5,Clothing,Stole,UPI,South Dakota
B-26056,47,20,7,Clothing,Hankerchief,UPI,Arkansas
B-25645,133,-42,1,Electronics,Printers,UPI,Oklahoma
B-25906,78,27,3,Clothing,Stole,COD,Georgia
B-26017,78,7,1,Furniture,Chairs,COD,Vermont
B-25644,76,-92,8,Furniture,Furnishings,COD,Ohio
B-25679,76,-50,1,Clothing,Saree,COD,Oregon
B-25854,76,19,3,Clothing,Hankerchief,COD,Texas
B-25670,74,29,3,Clothing,Stole,COD,Florida
B-25792,74,-25,3,Clothing,Stole,COD,Nebraska
B-25808,146,-63,3,Electronics,Electronic Games,Debit Card,Michigan
B-25750,73,-31,1,Furniture,Bookcases,COD,Pennsylvania
B-26051,80,22,3,Clothing,Stole,UPI,Montana
B-26076,133,46,5,Clothing,Shirt,EMI,Iowa
B-25946,146,7,2,Electronics,Phones,Debit Card,Utah
B-25648,130,-41,4,Clothing,Saree,EMI,Alaska
B-25992,141,41,3,Clothing,Shirt,UPI,New Mexico
B-25848,147,21,3,Furniture,Furnishings,Debit Card,Mississippi
B-25697,73,-7,1,Electronics,Phones,COD,Virginia
B-25659,148,72,7,Clothing,T-shirt,Debit Card,California
B-25716,58,0,4,Clothing,Saree,UPI,Delaware
B-25652,21,-13,3,Clothing,Leggings,UPI,Tennessee
B-26093,148,25,3,Clothing,Saree,Debit Card,Nebraska
B-25725,144,-7,4,Electronics,Electronic Games,COD,Maine
B-25661,145,-104,5,Furniture,Chairs,UPI,North Dakota
B-25693,72,-49,1,Electronics,Phones,COD,Alaska
B-25910,125,15,5,Clothing,Shirt,EMI,West Virginia
B-25943,149,15,3,Clothing,Saree,Debit Card,Minnesota
B-26100,72,16,2,Clothing,Shirt,COD,Louisiana
B-25830,71,0,8,Clothing,Skirt,COD,Oregon
B-25932,71,-14,4,Furniture,Furnishings,COD,North Dakota
B-25929,154,-85,3,Furniture,Chairs,EMI,Louisiana
B-25708,191,13,8,Furniture,Furnishings,COD,Maryland
B-25921,170,19,5,Clothing,T-shirt,UPI,Delaware
B-25755,47,-3,2,Clothing,Stole,UPI,Kentucky
B-25640,122,-47,4,Clothing,Saree,EMI,Vermont
B-25838,70,26,5,Clothing,Hankerchief,COD,West Virginia
B-26025,155,5,3,Clothing,Stole,EMI,Montana
B-25789,67,-86,9,Furniture,Furnishings,COD,Alaska
B-25697,67,-42,3,Clothing,Stole,COD,Florida
B-25797,148,-101,2,Furniture,Bookcases,UPI,Wisconsin
B-26064,122,38,6,Clothing,T-shirt,Credit Card,Georgia
B-25732,16,-5,2,Clothing,Stole,UPI,Oregon
B-25654,121,-17,3,Furniture,Furnishings,Credit Card,Connecticut
B-25750,42,-15,12,Clothing,Skirt,UPI,Virginia
B-25751,65,-4,6,Clothing,Hankerchief,COD,Louisiana
B-25889,119,-43,7,Clothing,Kurti,Credit Card,Iowa
B-25683,155,56,3,Furniture,Furnishings,EMI,New York
B-25602,119,-5,8,Clothing,Saree,Credit Card,Michigan
B-25871,118,25,4,Clothing,Hankerchief,Credit Card,Oklahoma
B-25953,116,22,1,Electronics,Accessories,Credit Card,New Hampshire
B-25950,158,-29,10,Clothing,Hankerchief,EMI,New Hampshire
B-26091,158,69,3,Clothing,Stole,EMI,Virginia
B-25753,65,-52,3,Electronics,Accessories,COD,Massachusetts
B-25611,160,-59,2,Clothing,Saree,EMI,Arkansas
B-25935,162,20,3,Furniture,Chairs,EMI,West Virginia
B-25886,63,1,4,Clothing,T-shirt,COD,Michigan
B-25833,64,27,5,Clothing,Hankerchief,UPI,North Dakota
B-25665,166,-113,4,Electronics,Accessories,EMI,Alabama
B-25694,167,43,7,Clothing,T-shirt,EMI,North Carolina
B-25668,123,17,3,Furniture,Furnishings,COD,Wisconsin
B-25945,63,14,2,Clothing,Shirt,COD,Alabama
B-25954,891,0,5,Clothing,Saree,COD,Mississippi
B-25818,75,28,9,Clothing,Hankerchief,UPI,New Hampshire
B-25861,62,6,5,Clothing,Hankerchief,COD,Pennsylvania
B-25721,29,-18,7,Clothing,Skirt,UPI,Washington
B-26024,168,18,6,Clothing,Stole,Debit Card,Oklahoma
B-26056,70,24,3,Clothing,Stole,UPI,Virginia
B-26050,169,55,4,Clothing,Saree,Debit Card,Nevada
B-25708,32,-8,2,Clothing,Stole,COD,Mississippi
B-25651,44,-8,3,Clothing,Stole,UPI,South Carolina
B-25616,116,-56,5,Clothing,Stole,Credit Card,Pennsylvania
B-25827,156,21,3,Furniture,Chairs,COD,New Hampshire
B-25996,62,6,6,Clothing,Skirt,COD,Ohio
B-25830,54,1,2,Clothing,Saree,UPI,Pennsylvania
B-25951,111,11,9,Clothing,Hankerchief,Credit Card,Tennessee
B-25713,158,-63,4,Furniture,Chairs,UPI,North Dakota
B-25678,7,-3,2,Clothing,Skirt,UPI,Maine
B-25901,61,28,2,Clothing,Hankerchief,UPI,Maryland
B-25798,61,-50,4,Clothing,Hankerchief,COD,Colorado
B-25902,154,26,4,Electronics,Accessories,COD,Maryland
B-25851,62,1,3,Clothing,Saree,COD,Oklahoma
B-25944,169,38,3,Clothing,Saree,Debit Card,Virginia
B-25939,61,18,2,Electronics,Accessories,COD,Kentucky
B-25656,61,-23,2,Clothing,Saree,COD,South Carolina
B-25695,171,14,9,Clothing,Shirt,Debit Card,Florida
B-25781,60,-49,8,Clothing,Hankerchief,COD,Mississippi
B-25783,25,-11,1,Clothing,Stole,UPI,Rhode Island
B-25867,163,26,4,Clothing,Shirt,COD,South Dakota
B-25993,173,86,1,Electronics,Printers,Debit Card,Iowa
B-25755,257,-3,2,Furniture,Bookcases,UPI,Idaho
B-25880,108,37,2,Clothing,Stole,Credit Card,Wyoming
B-25941,177,41,4,Clothing,Shirt,Debit Card,California
B-25757,106,15,7,Clothing,Hankerchief,Credit Card,Missouri
B-25754,41,-14,5,Clothing,Leggings,UPI,Washington
B-25653,168,-10,3,Electronics,Accessories,UPI,Utah
B-25821,60,21,4,Clothing,Stole,COD,Tennessee
B-25706,31,-11,4,Clothing,Stole,COD,Wisconsin
B-26064,179,0,2,Clothing,Saree,Debit Card,California
B-25803,106,12,3,Clothing,Trousers,Credit Card,Arkansas
B-26076,60,13,2,Clothing,T-shirt,COD,Tennessee
B-25603,180,5,3,Clothing,Trousers,Debit Card,Maryland
B-25903,60,-10,2,Furniture,Furnishings,COD,Ohio
B-25938,59,25,3,Clothing,Stole,COD,California
B-25868,170,73,2,Electronics,Accessories,UPI,Connecticut
B-25956,59,10,2,Clothing,Hankerchief,COD,Utah
B-25652,24,-21,7,Clothing,Skirt,COD,Ohio
B-25883,105,-26,8,Clothing,Leggings,Credit Card,Hawaii
B-26096,103,46,2,Clothing,Saree,Credit Card,Connecticut
B-25969,171,17,6,Clothing,T-shirt,UPI,Kansas
